,value
2015-01-01 00:00:00,1.8818231698291359
2015-01-01 01:00:00,1.9576450257612292
2015-01-01 02:00:00,1.9984042906337525
2015-01-01 03:00:00,1.8816103471153713
2015-01-01 04:00:00,1.9830323177370828
2015-01-01 05:00:00,1.8100080740903275
2015-01-01 06:00:00,1.9486671578012293
2015-01-01 07:00:00,2.142010837302117
2015-01-01 08:00:00,2.051881648204329
2015-01-01 09:00:00,2.185547349414253
2015-01-01 10:00:00,2.635155328276912
2015-01-01 11:00:00,2.5586202500455038
2015-01-01 12:00:00,2.6593472976492594
2015-01-01 13:00:00,2.669481027079872
2015-01-01 14:00:00,2.646073819724495
2015-01-01 15:00:00,2.6530827153609984
2015-01-01 16:00:00,2.538197159706794
2015-01-01 17:00:00,2.102146424015362
2015-01-01 18:00:00,2.040629931126625
2015-01-01 19:00:00,2.1144603917893705
2015-01-01 20:00:00,2.048390002283084
2015-01-01 21:00:00,1.9873233241089776
2015-01-01 22:00:00,2.007207469824019
2015-01-01 23:00:00,2.0489281576332963
2015-01-02 00:00:00,1.859648689322326
2015-01-02 01:00:00,1.9302411653246712
2015-01-02 02:00:00,1.9624214530411639
2015-01-02 03:00:00,1.920234192183646
2015-01-02 04:00:00,1.9984169909776544
2015-01-02 05:00:00,1.9005691482589806
2015-01-02 06:00:00,1.8658132265632932
2015-01-02 07:00:00,2.121139751965781
2015-01-02 08:00:00,2.1398973914720445
2015-01-02 09:00:00,2.246171313351794
2015-01-02 10:00:00,2.646688664842831
2015-01-02 11:00:00,2.698526753088198
2015-01-02 12:00:00,2.5764264468472
2015-01-02 13:00:00,2.586993662489633
2015-01-02 14:00:00,2.5806375673307405
2015-01-02 15:00:00,2.538620773183582
2015-01-02 16:00:00,2.5131082877626074
2015-01-02 17:00:00,2.1158664497658597
2015-01-02 18:00:00,2.1275136757016737
2015-01-02 19:00:00,2.084776954291016
2015-01-02 20:00:00,2.1138162509206615
2015-01-02 21:00:00,2.1654455072490513
2015-01-02 22:00:00,2.0081956255817697
2015-01-02 23:00:00,2.159390915831211
2015-01-03 00:00:00,1.0303023006722634
2015-01-03 01:00:00,1.0784756431204812
2015-01-03 02:00:00,1.0778570636025147
2015-01-03 03:00:00,1.0768234353260484
2015-01-03 04:00:00,1.026113355675542
2015-01-03 05:00:00,1.0599699841584547
2015-01-03 06:00:00,1.0863390583229158
2015-01-03 07:00:00,1.1351177140122732
2015-01-03 08:00:00,1.145385807495525
2015-01-03 09:00:00,1.2557505734015146
2015-01-03 10:00:00,1.4274711971759497
2015-01-03 11:00:00,1.411368882961037
2015-01-03 12:00:00,1.4468880894196736
2015-01-03 13:00:00,1.4387668990348303
2015-01-03 14:00:00,1.4272962624195022
2015-01-03 15:00:00,1.4922675663199776
2015-01-03 16:00:00,1.3409591035737638
2015-01-03 17:00:00,1.1400148282833924
2015-01-03 18:00:00,1.1751940524178355
2015-01-03 19:00:00,1.1856642716007768
2015-01-03 20:00:00,1.1947356589316105
2015-01-03 21:00:00,1.1941067100403575
2015-01-03 22:00:00,1.1876204007328914
2015-01-03 23:00:00,1.1215624853907777
2015-01-04 00:00:00,1.0471411480271462
2015-01-04 01:00:00,1.0750084566013987
2015-01-04 02:00:00,1.0252618090118306
2015-01-04 03:00:00,1.0632456972859499
2015-01-04 04:00:00,1.0380044943645321
2015-01-04 05:00:00,1.0123653192947493
2015-01-04 06:00:00,1.0437889456304787
2015-01-04 07:00:00,1.1386735403914159
2015-01-04 08:00:00,1.1816428298543893
2015-01-04 09:00:00,1.271156539907959
2015-01-04 10:00:00,1.4989400866326283
2015-01-04 11:00:00,1.494817782078639
2015-01-04 12:00:00,1.4855163877749131
2015-01-04 13:00:00,1.4369467197284096
2015-01-04 14:00:00,1.4074325828249135
2015-01-04 15:00:00,1.463096296979521
2015-01-04 16:00:00,1.3729755056267001
2015-01-04 17:00:00,1.1214177177178095
2015-01-04 18:00:00,1.1039135281901444
